Vehicle Number,Vehicle Entering Time,Departure Time,Date,Vehicle Owner Name,Duration,Type of Vehicle_Two Wheeler,Entry_Hour,Entry_Date,DayOfWeek,Is_Weekend,Hour_Bin,Entry_Hour_Sq,Avg_Duration_Per_Hour,Owner_Entry_Count
DL23VQ4463,2025-10-27 12:28:00,2025-10-27 13:49:00,10/15/2025,Aarav Sharma,81,True,12,2025-10-27,0,0,3,144,88.5630461922597,470
UP83JA8298,2025-10-27 04:11:00,2025-10-27 06:04:00,10/15/2025,Meera Nair,113,False,4,2025-10-27,0,0,0,16,87.0590277777778,550
MH90LI6947,2025-10-27 03:54:00,2025-10-27 07:59:00,10/15/2025,Priya Patel,245,False,3,2025-10-27,0,0,0,9,92.5401730531521,496
KL32KA0220,2025-10-27 05:48:00,2025-10-27 06:07:00,10/15/2025,Sana Kapoor,19,True,5,2025-10-27,0,0,0,25,85.6884480746791,515
MH06AH0793,2025-10-27 23:33:00,2025-10-27 23:02:00,10/15/2025,Bhavya Patel,-31,False,23,2025-10-27,0,0,5,529,-1.83602771362587,517
MH18YL9249,2025-10-27 03:37:00,2025-10-27 06:03:00,10/15/2025,Rupali Sharma,146,False,3,2025-10-27,0,0,0,9,92.5401730531521,480
WB91OQ7389,2025-10-27 13:38:00,2025-10-27 13:08:00,10/15/2025,Ankit Joshi,-30,False,13,2025-10-27,0,0,3,169,92.6036866359447,546
MH43ZC0739,2025-10-27 22:25:00,2025-10-27 23:09:00,10/15/2025,Kriti Verma,44,True,22,2025-10-27,0,0,5,484,27.9203640500569,471
TN03WE2444,2025-10-27 13:17:00,2025-10-27 15:12:00,10/15/2025,Rohan Singh,115,True,13,2025-10-27,0,0,3,169,92.6036866359447,468
KL08AB1269,2025-10-27 19:36:00,2025-10-27 19:14:00,10/15/2025,Vivaan Kumar,-22,True,19,2025-10-27,0,0,4,361,79.3558926487748,498
DL87IY9231,2025-10-27 07:57:00,2025-10-27 10:38:00,10/15/2025,Yash Verma,161,False,7,2025-10-27,0,0,1,49,90.0012195121951,496
MH87RY6563,2025-10-27 16:43:00,2025-10-27 16:34:00,10/15/2025,Pooja Mehta,-9,False,16,2025-10-27,0,0,3,256,86.6213942307692,512
TN69SS1543,2025-10-27 03:18:00,2025-10-27 06:48:00,10/15/2025,Neha Sharma,210,True,3,2025-10-27,0,0,0,9,92.5401730531521,536
DL29PY3417,2025-10-27 06:19:00,2025-10-27 08:58:00,10/15/2025,Kabir Mehta,159,True,6,2025-10-27,0,0,1,36,93.5439739413681,535
RJ50XN8779,2025-10-27 23:01:00,2025-10-27 23:27:00,10/15/2025,Sana Kapoor,26,True,23,2025-10-27,0,0,5,529,-1.83602771362587,515
WB85HS8841,2025-10-27 07:25:00,2025-10-27 08:33:00,10/15/2025,Tanvi Singh,68,False,7,2025-10-27,0,0,1,49,90.0012195121951,481
UP63SP9323,2025-10-27 21:26:00,2025-10-27 23:37:00,10/15/2025,Shreya Desai,131,False,21,2025-10-27,0,0,5,441,48.3002450980392,501
TN56SV7753,2025-10-27 08:23:00,2025-10-27 09:03:00,10/15/2025,Sachin Yadav,40,False,8,2025-10-27,0,0,1,64,87.4739393939394,509
WB15FW3415,2025-10-27 17:05:00,2025-10-27 17:07:00,10/15/2025,Kavya Kulkarni,2,True,17,2025-10-27,0,0,4,289,93.6626650660264,511
UP54GG0537,2025-10-27 18:36:00,2025-10-27 23:25:00,10/15/2025,Arjun Gupta,289,True,18,2025-10-27,0,0,4,324,86.5085784313726,496
UP34OD9752,2025-10-27 23:16:00,2025-10-27 23:43:00,10/15/2025,Pranav Sethi,27,False,23,2025-10-27,0,0,5,529,-1.83602771362587,508
KL20AT7457,2025-10-27 23:27:00,2025-10-27 23:13:00,10/15/2025,Sneha Reddy,-14,True,23,2025-10-27,0,0,5,529,-1.83602771362587,516
KA51BH8513,2025-10-27 09:18:00,2025-10-27 11:06:00,10/15/2025,Siddharth Nair,108,True,9,2025-10-27,0,0,2,81,89.4622425629291,528
AP45SK4077,2025-10-27 16:17:00,2025-10-27 16:36:00,10/15/2025,Divya Iyer,19,True,16,2025-10-27,0,0,3,256,86.6213942307692,501
KL90AU2069,2025-10-27 01:40:00,2025-10-27 01:10:00,10/15/2025,Sneha Reddy,-30,True,1,2025-10-27,0,0,0,1,88.9599514563107,516
KA34BH2164,2025-10-27 01:32:00,2025-10-27 03:00:00,10/15/2025,Karan Kapoor,88,True,1,2025-10-27,0,0,0,1,88.9599514563107,523
RJ01UD8952,2025-10-27 18:33:00,2025-10-27 18:08:00,10/15/2025,Neha Sharma,-25,False,18,2025-10-27,0,0,4,324,86.5085784313726,536
RJ88XS5148,2025-10-27 09:22:00,2025-10-27 09:03:00,10/15/2025,Kriti Verma,-19,True,9,2025-10-27,0,0,2,81,89.4622425629291,471
KL85OB7875,2025-10-27 17:58:00,2025-10-27 18:05:00,10/15/2025,Priya Patel,7,False,17,2025-10-27,0,0,4,289,93.6626650660264,496
DL25KJ1982,2025-10-27 04:39:00,2025-10-27 06:39:00,10/15/2025,Pooja Mehta,120,True,4,2025-10-27,0,0,0,16,87.0590277777778,512
TN55TJ7711,2025-10-27 17:07:00,2025-10-27 20:46:00,10/15/2025,Manish Iyer,219,True,17,2025-10-27,0,0,4,289,93.6626650660264,513
KL82AZ1136,2025-10-27 14:56:00,2025-10-27 14:58:00,10/15/2025,Vivaan Kumar,2,False,14,2025-10-27,0,0,3,196,92.063371356147,498
UP77XS9930,2025-10-27 05:54:00,2025-10-27 05:16:00,10/15/2025,Meera Nair,-38,False,5,2025-10-27,0,0,0,25,85.6884480746791,550
AP95LW8104,2025-10-27 13:41:00,2025-10-27 17:26:00,10/15/2025,Pooja Mehta,225,False,13,2025-10-27,0,0,3,169,92.6036866359447,512
KA56KV1698,2025-10-27 23:53:00,2025-10-27 23:35:00,10/15/2025,Aarav Sharma,-18,True,23,2025-10-27,0,0,5,529,-1.83602771362587,470
GJ89FA1700,2025-10-27 06:31:00,2025-10-27 09:18:00,10/15/2025,Rakesh Rao,167,True,6,2025-10-27,0,0,1,36,93.5439739413681,500
GJ07ET7177,2025-10-27 11:29:00,2025-10-27 11:39:00,10/15/2025,Bhavya Patel,10,False,11,2025-10-27,0,0,2,121,91.6714285714286,517
KL44ZL9423,2025-10-27 19:06:00,2025-10-27 23:35:00,10/15/2025,Priya Patel,269,False,19,2025-10-27,0,0,4,361,79.3558926487748,496
WB64BL5419,2025-10-27 23:42:00,2025-10-27 23:41:00,10/15/2025,Sachin Yadav,-1,False,23,2025-10-27,0,0,5,529,-1.83602771362587,509
RJ68QJ2383,2025-10-27 17:44:00,2025-10-27 22:34:00,10/15/2025,Rahul Desai,290,False,17,2025-10-27,0,0,4,289,93.6626650660264,507
TN11XO5584,2025-10-27 16:41:00,2025-10-27 17:11:00,10/15/2025,Pranav Sethi,30,True,16,2025-10-27,0,0,3,256,86.6213942307692,508
RJ30YK0657,2025-10-27 21:25:00,2025-10-27 23:04:00,10/15/2025,Nikhil Bhatia,99,False,21,2025-10-27,0,0,5,441,48.3002450980392,467
UP96CM9219,2025-10-27 05:29:00,2025-10-27 05:17:00,10/15/2025,Vikram Chatterjee,-12,False,5,2025-10-27,0,0,0,25,85.6884480746791,508
KL37CL7586,2025-10-27 17:08:00,2025-10-27 19:34:00,10/15/2025,Siddharth Nair,146,False,17,2025-10-27,0,0,4,289,93.6626650660264,528
KL85VO6314,2025-10-27 05:13:00,2025-10-27 06:01:00,10/15/2025,Kabir Mehta,48,False,5,2025-10-27,0,0,0,25,85.6884480746791,535
MH55EG4491,2025-10-27 11:55:00,2025-10-27 14:26:00,10/15/2025,Tanvi Singh,151,True,11,2025-10-27,0,0,2,121,91.6714285714286,481
KA77IJ2816,2025-10-27 12:36:00,2025-10-27 12:48:00,10/15/2025,Kabir Mehta,12,False,12,2025-10-27,0,0,3,144,88.5630461922597,535
AP83PJ3098,2025-10-27 08:07:00,2025-10-27 09:33:00,10/15/2025,Priya Patel,86,False,8,2025-10-27,0,0,1,64,87.4739393939394,496
GJ16TG1848,2025-10-27 16:35:00,2025-10-27 17:15:00,10/15/2025,Simran Kaur,40,False,16,2025-10-27,0,0,3,256,86.6213942307692,496
WB41TQ2521,2025-10-27 05:05:00,2025-10-27 10:40:00,10/15/2025,Ananya Singh,335,True,5,2025-10-27,0,0,0,25,85.6884480746791,450
WB17BF5257,2025-10-27 10:35:00,2025-10-27 11:19:00,10/15/2025,Neha Sharma,44,False,10,2025-10-27,0,0,2,100,85.2860520094563,536
WB12DD0315,2025-10-27 09:54:00,2025-10-27 11:33:00,10/15/2025,Manish Iyer,99,True,9,2025-10-27,0,0,2,81,89.4622425629291,513
RJ53MV8582,2025-10-27 16:12:00,2025-10-27 16:10:00,10/15/2025,Ananya Singh,-2,False,16,2025-10-27,0,0,3,256,86.6213942307692,450
MH42LE4910,2025-10-27 17:05:00,2025-10-27 20:32:00,10/15/2025,Divya Iyer,207,False,17,2025-10-27,0,0,4,289,93.6626650660264,501
AP10XO1082,2025-10-27 13:28:00,2025-10-27 19:34:00,10/15/2025,Mira Bhatia,366,True,13,2025-10-27,0,0,3,169,92.6036866359447,531
MH97FB1064,2025-10-27 00:40:00,2025-10-27 00:48:00,10/15/2025,Aditya Patel,8,False,0,2025-10-27,0,0,0,0,100.017878426698,502
GJ73HD8895,2025-10-27 18:26:00,2025-10-27 18:36:00,10/15/2025,Sachin Yadav,10,False,18,2025-10-27,0,0,4,324,86.5085784313726,509
KL32ID9992,2025-10-27 16:10:00,2025-10-27 16:22:00,10/15/2025,Pranav Sethi,12,True,16,2025-10-27,0,0,3,256,86.6213942307692,508
KA78AH7652,2025-10-27 05:34:00,2025-10-27 06:40:00,10/15/2025,Nikhil Bhatia,66,False,5,2025-10-27,0,0,0,25,85.6884480746791,467
UP21WR0831,2025-10-27 04:50:00,2025-10-27 04:34:00,10/15/2025,Meera Nair,-16,False,4,2025-10-27,0,0,0,16,87.0590277777778,550
RJ38VS7921,2025-10-27 16:33:00,2025-10-27 18:16:00,10/15/2025,Kabir Mehta,103,False,16,2025-10-27,0,0,3,256,86.6213942307692,535
TN02HV7834,2025-10-27 08:25:00,2025-10-27 09:55:00,10/15/2025,Kabir Mehta,90,False,8,2025-10-27,0,0,1,64,87.4739393939394,535
RJ18EL5970,2025-10-27 09:49:00,2025-10-27 11:33:00,10/15/2025,Rahul Desai,104,True,9,2025-10-27,0,0,2,81,89.4622425629291,507
UP96OJ0505,2025-10-27 02:44:00,2025-10-27 02:47:00,10/15/2025,Rahul Desai,3,True,2,2025-10-27,0,0,0,4,90.0264367816092,507
GJ73RC9792,2025-10-27 06:29:00,2025-10-27 08:26:00,10/15/2025,Rakesh Rao,117,True,6,2025-10-27,0,0,1,36,93.5439739413681,500
KA07JL8459,2025-10-27 07:43:00,2025-10-27 09:32:00,10/15/2025,Rohan Singh,109,True,7,2025-10-27,0,0,1,49,90.0012195121951,468
RJ37XC9188,2025-10-27 09:21:00,2025-10-27 10:05:00,10/15/2025,Pranav Sethi,44,False,9,2025-10-27,0,0,2,81,89.4622425629291,508
AP42JW5964,2025-10-27 08:38:00,2025-10-27 09:01:00,10/15/2025,Sachin Yadav,23,True,8,2025-10-27,0,0,1,64,87.4739393939394,509
KL85WJ4963,2025-10-27 01:35:00,2025-10-27 03:52:00,10/15/2025,Pooja Mehta,137,True,1,2025-10-27,0,0,0,1,88.9599514563107,512
GJ31SA8197,2025-10-27 05:33:00,2025-10-27 05:47:00,10/15/2025,Rakesh Rao,14,False,5,2025-10-27,0,0,0,25,85.6884480746791,500
RJ33RS6192,2025-10-27 09:54:00,2025-10-27 09:17:00,10/15/2025,Aarav Sharma,-37,True,9,2025-10-27,0,0,2,81,89.4622425629291,470
DL88QU5254,2025-10-27 18:17:00,2025-10-27 18:17:00,10/15/2025,Aarav Sharma,0,False,18,2025-10-27,0,0,4,324,86.5085784313726,470
WB30LB1247,2025-10-27 03:50:00,2025-10-27 03:06:00,10/15/2025,Shreya Desai,-44,True,3,2025-10-27,0,0,0,9,92.5401730531521,501
DL34PD5784,2025-10-27 07:24:00,2025-10-27 07:21:00,10/15/2025,Ankit Joshi,-3,True,7,2025-10-27,0,0,1,49,90.0012195121951,546
MH11KX4268,2025-10-27 15:27:00,2025-10-27 15:38:00,10/15/2025,Manish Iyer,11,False,15,2025-10-27,0,0,3,225,93.481302774427,513
AP10VZ0776,2025-10-27 01:25:00,2025-10-27 01:15:00,10/15/2025,Mira Bhatia,-10,False,1,2025-10-27,0,0,0,1,88.9599514563107,531
RJ26GS9292,2025-10-27 08:48:00,2025-10-27 11:19:00,10/15/2025,Rakesh Rao,151,False,8,2025-10-27,0,0,1,64,87.4739393939394,500
WB60LJ2030,2025-10-27 02:36:00,2025-10-27 05:56:00,10/15/2025,Rohan Singh,200,True,2,2025-10-27,0,0,0,4,90.0264367816092,468
AP21TA1418,2025-10-27 08:49:00,2025-10-27 10:21:00,10/15/2025,Aarav Sharma,92,False,8,2025-10-27,0,0,1,64,87.4739393939394,470
UP48EC0574,2025-10-27 16:38:00,2025-10-27 20:01:00,10/15/2025,Rahul Desai,203,False,16,2025-10-27,0,0,3,256,86.6213942307692,507
UP25NH1816,2025-10-27 23:40:00,2025-10-27 23:39:00,10/15/2025,Simran Kaur,-1,False,23,2025-10-27,0,0,5,529,-1.83602771362587,496
DL60XY5460,2025-10-27 13:53:00,2025-10-27 15:52:00,10/15/2025,Manish Iyer,119,True,13,2025-10-27,0,0,3,169,92.6036866359447,513
DL12GQ7610,2025-10-27 00:22:00,2025-10-27 06:46:00,10/15/2025,Karan Kapoor,384,False,0,2025-10-27,0,0,0,0,100.017878426698,523
TN55YJ5589,2025-10-27 21:35:00,2025-10-27 21:14:00,10/15/2025,Vivaan Kumar,-21,True,21,2025-10-27,0,0,5,441,48.3002450980392,498
DL65BC7893,2025-10-27 13:21:00,2025-10-27 17:33:00,10/15/2025,Anirudh Reddy,252,False,13,2025-10-27,0,0,3,169,92.6036866359447,479
DL68PG7027,2025-10-27 14:13:00,2025-10-27 15:30:00,10/15/2025,Sana Kapoor,77,False,14,2025-10-27,0,0,3,196,92.063371356147,515
GJ15AO5134,2025-10-27 12:09:00,2025-10-27 12:46:00,10/15/2025,Krishna Rao,37,True,12,2025-10-27,0,0,3,144,88.5630461922597,539
MH45SH9697,2025-10-27 21:04:00,2025-10-27 21:51:00,10/15/2025,Simran Kaur,47,False,21,2025-10-27,0,0,5,441,48.3002450980392,496
RJ14ND8802,2025-10-27 19:20:00,2025-10-27 22:58:00,10/15/2025,Vivaan Kumar,218,False,19,2025-10-27,0,0,4,361,79.3558926487748,498
AP38DD7592,2025-10-27 15:48:00,2025-10-27 16:48:00,10/15/2025,Arjun Gupta,60,True,15,2025-10-27,0,0,3,225,93.481302774427,496
WB01UY0151,2025-10-27 05:29:00,2025-10-27 06:47:00,10/15/2025,Meera Nair,78,True,5,2025-10-27,0,0,0,25,85.6884480746791,550
GJ96NF5553,2025-10-27 18:33:00,2025-10-27 19:45:00,10/15/2025,Krishna Rao,72,False,18,2025-10-27,0,0,4,324,86.5085784313726,539
AP43QE9949,2025-10-27 02:55:00,2025-10-27 07:55:00,10/15/2025,Simran Kaur,300,True,2,2025-10-27,0,0,0,4,90.0264367816092,496
AP96KD2921,2025-10-27 13:41:00,2025-10-27 13:48:00,10/15/2025,Neha Sharma,7,True,13,2025-10-27,0,0,3,169,92.6036866359447,536
KL90BK8305,2025-10-27 20:40:00,2025-10-27 20:16:00,10/15/2025,Manish Iyer,-24,False,20,2025-10-27,0,0,5,400,64.1733333333333,513
KL77CN4881,2025-10-27 20:28:00,2025-10-27 21:03:00,10/15/2025,Krishna Rao,35,False,20,2025-10-27,0,0,5,400,64.1733333333333,539
WB25KC6187,2025-10-27 09:51:00,2025-10-27 09:13:00,10/15/2025,Sachin Yadav,-38,False,9,2025-10-27,0,0,2,81,89.4622425629291,509
DL06FQ3525,2025-10-27 07:43:00,2025-10-27 08:50:00,10/15/2025,Ritika Nair,67,False,7,2025-10-27,0,0,1,49,90.0012195121951,514
KA27QT2013,2025-10-27 12:09:00,2025-10-27 13:47:00,10/15/2025,Krishna Rao,98,True,12,2025-10-27,0,0,3,144,88.5630461922597,539
RJ48OC4272,2025-10-27 07:26:00,2025-10-27 07:04:00,10/15/2025,Karan Kapoor,-22,False,7,2025-10-27,0,0,1,49,90.0012195121951,523
DL15LA8632,2025-10-27 22:37:00,2025-10-27 23:10:00,10/15/2025,Sameer Kulkarni,33,False,22,2025-10-27,0,0,5,484,27.9203640500569,482
MH07EC7447,2025-10-27 04:55:00,2025-10-27 04:31:00,10/15/2025,Deepa Joshi,-24,True,4,2025-10-27,0,0,0,16,87.0590277777778,505
WB22MY6693,2025-10-27 23:13:00,2025-10-27 23:03:00,10/15/2025,Anirudh Reddy,-10,False,23,2025-10-27,0,0,5,529,-1.83602771362587,479
MH86OA9816,2025-10-27 01:16:00,2025-10-27 04:26:00,10/15/2025,Sameer Kulkarni,190,True,1,2025-10-27,0,0,0,1,88.9599514563107,482
MH80YI3532,2025-10-27 02:28:00,2025-10-27 02:44:00,10/15/2025,Sameer Kulkarni,16,False,2,2025-10-27,0,0,0,4,90.0264367816092,482
GJ78TP9103,2025-10-27 02:35:00,2025-10-27 03:12:00,10/15/2025,Aditya Patel,37,False,2,2025-10-27,0,0,0,4,90.0264367816092,502
DL68AE3794,2025-10-27 22:59:00,2025-10-27 23:17:00,10/15/2025,Siddharth Nair,18,False,22,2025-10-27,0,0,5,484,27.9203640500569,528
MH27KX3206,2025-10-27 21:07:00,2025-10-27 23:00:00,10/15/2025,Kavya Kulkarni,113,True,21,2025-10-27,0,0,5,441,48.3002450980392,511
KL40QR3228,2025-10-27 20:40:00,2025-10-27 21:34:00,10/15/2025,Sachin Yadav,54,True,20,2025-10-27,0,0,5,400,64.1733333333333,509
KL04CF1160,2025-10-27 12:20:00,2025-10-27 16:23:00,10/15/2025,Kabir Mehta,243,False,12,2025-10-27,0,0,3,144,88.5630461922597,535
AP91WF9825,2025-10-27 11:38:00,2025-10-27 11:54:00,10/15/2025,Sameer Kulkarni,16,True,11,2025-10-27,0,0,2,121,91.6714285714286,482
DL10JB1790,2025-10-27 21:53:00,2025-10-27 22:29:00,10/15/2025,Priya Patel,36,False,21,2025-10-27,0,0,5,441,48.3002450980392,496
KA03BH7727,2025-10-27 21:26:00,2025-10-27 22:41:00,10/15/2025,Meera Nair,75,True,21,2025-10-27,0,0,5,441,48.3002450980392,550
KL04NS8849,2025-10-27 20:11:00,2025-10-27 23:51:00,10/15/2025,Vivaan Kumar,220,False,20,2025-10-27,0,0,5,400,64.1733333333333,498
KA47KT4688,2025-10-27 03:13:00,2025-10-27 04:05:00,10/15/2025,Kavya Kulkarni,52,True,3,2025-10-27,0,0,0,9,92.5401730531521,511
KL70ZP1006,2025-10-27 18:44:00,2025-10-27 20:42:00,10/15/2025,Rahul Desai,118,False,18,2025-10-27,0,0,4,324,86.5085784313726,507
UP38NR2599,2025-10-27 20:07:00,2025-10-27 20:19:00,10/15/2025,Krishna Rao,12,True,20,2025-10-27,0,0,5,400,64.1733333333333,539
AP74PF4238,2025-10-27 22:23:00,2025-10-27 22:30:00,10/15/2025,Bhavya Patel,7,False,22,2025-10-27,0,0,5,484,27.9203640500569,517
TN29DZ9335,2025-10-27 06:45:00,2025-10-27 09:34:00,10/15/2025,Sameer Kulkarni,169,False,6,2025-10-27,0,0,1,36,93.5439739413681,482
TN48HE4907,2025-10-27 02:29:00,2025-10-27 02:23:00,10/15/2025,Kavya Kulkarni,-6,False,2,2025-10-27,0,0,0,4,90.0264367816092,511
KL05RR9574,2025-10-27 13:43:00,2025-10-27 17:50:00,10/15/2025,Ritika Nair,247,True,13,2025-10-27,0,0,3,169,92.6036866359447,514
UP20UR0856,2025-10-27 04:33:00,2025-10-27 09:33:00,10/15/2025,Sameer Kulkarni,300,False,4,2025-10-27,0,0,0,16,87.0590277777778,482
GJ41WD1118,2025-10-27 04:13:00,2025-10-27 07:42:00,10/15/2025,Siddharth Nair,209,False,4,2025-10-27,0,0,0,16,87.0590277777778,528
MH30GI6820,2025-10-27 22:07:00,2025-10-27 23:19:00,10/15/2025,Simran Kaur,72,True,22,2025-10-27,0,0,5,484,27.9203640500569,496
RJ41HL3729,2025-10-27 19:37:00,2025-10-27 23:45:00,10/15/2025,Bhavya Patel,248,False,19,2025-10-27,0,0,4,361,79.3558926487748,517
KA03WF0465,2025-10-27 12:05:00,2025-10-27 12:24:00,10/15/2025,Aisha Khan,19,False,12,2025-10-27,0,0,3,144,88.5630461922597,512
KA45YS3505,2025-10-27 16:57:00,2025-10-27 18:40:00,10/15/2025,Divya Iyer,103,False,16,2025-10-27,0,0,3,256,86.6213942307692,501
WB65QM6669,2025-10-27 22:17:00,2025-10-27 23:58:00,10/15/2025,Vivaan Kumar,101,True,22,2025-10-27,0,0,5,484,27.9203640500569,498
RJ43YK2530,2025-10-27 09:03:00,2025-10-27 09:09:00,10/15/2025,Krishna Rao,6,False,9,2025-10-27,0,0,2,81,89.4622425629291,539
DL73KV8335,2025-10-27 15:55:00,2025-10-27 16:21:00,10/15/2025,Ankit Joshi,26,False,15,2025-10-27,0,0,3,225,93.481302774427,546
RJ70IZ6031,2025-10-27 19:13:00,2025-10-27 19:17:00,10/15/2025,Kriti Verma,4,True,19,2025-10-27,0,0,4,361,79.3558926487748,471
DL28HN0251,2025-10-27 11:22:00,2025-10-27 13:19:00,10/15/2025,Pranav Sethi,117,False,11,2025-10-27,0,0,2,121,91.6714285714286,508
TN04EG6726,2025-10-27 19:45:00,2025-10-27 20:32:00,10/15/2025,Rahul Desai,47,False,19,2025-10-27,0,0,4,361,79.3558926487748,507
KL37AT9897,2025-10-27 22:07:00,2025-10-27 23:51:00,10/15/2025,Neha Sharma,104,True,22,2025-10-27,0,0,5,484,27.9203640500569,536
GJ77YW5721,2025-10-27 18:40:00,2025-10-27 19:20:00,10/15/2025,Sneha Reddy,40,False,18,2025-10-27,0,0,4,324,86.5085784313726,516
GJ38TU3074,2025-10-27 11:45:00,2025-10-27 12:15:00,10/15/2025,Aditya Patel,30,False,11,2025-10-27,0,0,2,121,91.6714285714286,502
TN27VP9530,2025-10-27 23:05:00,2025-10-27 23:37:00,10/15/2025,Kriti Verma,32,True,23,2025-10-27,0,0,5,529,-1.83602771362587,471
MH77LN1152,2025-10-27 02:39:00,2025-10-27 03:17:00,10/15/2025,Ishita Rao,38,True,2,2025-10-27,0,0,0,4,90.0264367816092,531
KL53TW1373,2025-10-27 18:31:00,2025-10-27 18:36:00,10/15/2025,Sana Kapoor,5,False,18,2025-10-27,0,0,4,324,86.5085784313726,515
MH34ZZ0604,2025-10-27 11:19:00,2025-10-27 14:00:00,10/15/2025,Sana Kapoor,161,True,11,2025-10-27,0,0,2,121,91.6714285714286,515
TN38YV9411,2025-10-27 20:46:00,2025-10-27 20:32:00,10/15/2025,Rahul Desai,-14,False,20,2025-10-27,0,0,5,400,64.1733333333333,507
MH68WZ0292,2025-10-27 12:04:00,2025-10-27 14:52:00,10/15/2025,Aditya Patel,168,False,12,2025-10-27,0,0,3,144,88.5630461922597,502
GJ74AP8662,2025-10-27 12:18:00,2025-10-27 16:38:00,10/15/2025,Deepa Joshi,260,False,12,2025-10-27,0,0,3,144,88.5630461922597,505
TN61XS2689,2025-10-27 19:57:00,2025-10-27 19:50:00,10/15/2025,Vikram Chatterjee,-7,False,19,2025-10-27,0,0,4,361,79.3558926487748,508
UP62NI0443,2025-10-27 20:18:00,2025-10-27 22:48:00,10/15/2025,Divya Iyer,150,True,20,2025-10-27,0,0,5,400,64.1733333333333,501
KL94EY5192,2025-10-27 04:22:00,2025-10-27 10:37:00,10/15/2025,Simran Kaur,375,True,4,2025-10-27,0,0,0,16,87.0590277777778,496
AP09VZ0396,2025-10-27 07:49:00,2025-10-27 08:30:00,10/15/2025,Pooja Mehta,41,False,7,2025-10-27,0,0,1,49,90.0012195121951,512
MH30IE8436,2025-10-27 11:14:00,2025-10-27 11:09:00,10/15/2025,Ankit Joshi,-5,False,11,2025-10-27,0,0,2,121,91.6714285714286,546
TN22NZ3906,2025-10-27 11:11:00,2025-10-27 14:57:00,10/15/2025,Pranav Sethi,226,False,11,2025-10-27,0,0,2,121,91.6714285714286,508
UP21WL3170,2025-10-27 03:07:00,2025-10-27 03:12:00,10/15/2025,Vivaan Kumar,5,True,3,2025-10-27,0,0,0,9,92.5401730531521,498
KL31RZ9227,2025-10-27 18:56:00,2025-10-27 19:42:00,10/15/2025,Deepa Joshi,46,False,18,2025-10-27,0,0,4,324,86.5085784313726,505
DL95GU5311,2025-10-27 04:49:00,2025-10-27 04:14:00,10/15/2025,Aditya Patel,-35,True,4,2025-10-27,0,0,0,16,87.0590277777778,502
TN73YT2411,2025-10-27 04:19:00,2025-10-27 07:47:00,10/15/2025,Vikram Chatterjee,208,False,4,2025-10-27,0,0,0,16,87.0590277777778,508
KA94GX5727,2025-10-27 16:13:00,2025-10-27 18:55:00,10/15/2025,Rakesh Rao,162,False,16,2025-10-27,0,0,3,256,86.6213942307692,500
UP02HO5365,2025-10-27 06:44:00,2025-10-27 06:27:00,10/15/2025,Kriti Verma,-17,True,6,2025-10-27,0,0,1,36,93.5439739413681,471
MH84AS7242,2025-10-27 10:09:00,2025-10-27 12:00:00,10/15/2025,Kriti Verma,111,False,10,2025-10-27,0,0,2,100,85.2860520094563,471
AP02IK6877,2025-10-27 01:45:00,2025-10-27 03:23:00,10/15/2025,Simran Kaur,98,True,1,2025-10-27,0,0,0,1,88.9599514563107,496
GJ24NI4772,2025-10-27 12:19:00,2025-10-27 17:46:00,10/15/2025,Priya Patel,327,False,12,2025-10-27,0,0,3,144,88.5630461922597,496
UP28KN8671,2025-10-27 13:29:00,2025-10-27 13:50:00,10/15/2025,Karan Kapoor,21,True,13,2025-10-27,0,0,3,169,92.6036866359447,523
KL62HY8932,2025-10-27 12:41:00,2025-10-27 13:28:00,10/15/2025,Deepa Joshi,47,True,12,2025-10-27,0,0,3,144,88.5630461922597,505
RJ82AF0391,2025-10-27 16:08:00,2025-10-27 16:40:00,10/15/2025,Tanvi Singh,32,False,16,2025-10-27,0,0,3,256,86.6213942307692,481
UP64NC5125,2025-10-27 16:06:00,2025-10-27 17:33:00,10/15/2025,Sameer Kulkarni,87,True,16,2025-10-27,0,0,3,256,86.6213942307692,482
RJ67SS8904,2025-10-27 21:45:00,2025-10-27 22:07:00,10/15/2025,Manish Iyer,22,False,21,2025-10-27,0,0,5,441,48.3002450980392,513
DL36VL8324,2025-10-27 10:44:00,2025-10-27 12:29:00,10/15/2025,Rupali Sharma,105,True,10,2025-10-27,0,0,2,100,85.2860520094563,480
RJ20VH8456,2025-10-27 18:10:00,2025-10-27 19:28:00,10/15/2025,Krishna Rao,78,False,18,2025-10-27,0,0,4,324,86.5085784313726,539
RJ02HQ9437,2025-10-27 22:46:00,2025-10-27 23:16:00,10/15/2025,Siddharth Nair,30,False,22,2025-10-27,0,0,5,484,27.9203640500569,528
GJ51ZT0477,2025-10-27 20:59:00,2025-10-27 20:11:00,10/15/2025,Karan Kapoor,-48,False,20,2025-10-27,0,0,5,400,64.1733333333333,523
MH61VN5739,2025-10-27 21:32:00,2025-10-27 21:38:00,10/15/2025,Neha Sharma,6,False,21,2025-10-27,0,0,5,441,48.3002450980392,536
GJ56GX7768,2025-10-27 17:29:00,2025-10-27 17:05:00,10/15/2025,Aditya Patel,-24,True,17,2025-10-27,0,0,4,289,93.6626650660264,502
DL06FT7276,2025-10-27 04:12:00,2025-10-27 06:22:00,10/15/2025,Mira Bhatia,130,False,4,2025-10-27,0,0,0,16,87.0590277777778,531
